,name,level,map_seed,quantity,rarity,pack_size,mods,lifeforce_quant,extra_harvest,harvest_additional_monster,harvest_duplicate_monsters,harvest_duplicate_lifeforce,harvest_t4_wilt,harvest_yellow_sextant,harvest_increased_t3,player_iiq,player_iir,delirium,type,plot,favored,t1,t2,t3,t4,t3_name,amount,type_y,normalized
795,MapWorldsMesa,83,1666520929,186,110,33,"76% more monster life
monsters have 160% increased area of effect
monsters deal 174% extra physical damage as fire
monsters have 80% increased accuracy rating
map owner gains 20% more sulphite
players have -32% to amount of suppressed spell damage prevented
186% increased quantity of items found in this area
110% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,432,True,14,7,2,0,reborn,99.0,primal,43.23144104803493
796,MapWorldsMesa,83,1666520929,186,110,33,"76% more monster life
monsters have 160% increased area of effect
monsters deal 174% extra physical damage as fire
monsters have 80% increased accuracy rating
map owner gains 20% more sulphite
players have -32% to amount of suppressed spell damage prevented
186% increased quantity of items found in this area
110% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,432,True,14,7,2,0,reborn,17.0,primal,7.423580786026201
797,MapWorldsMesa,83,1666520929,186,110,33,"76% more monster life
monsters have 160% increased area of effect
monsters deal 174% extra physical damage as fire
monsters have 80% increased accuracy rating
map owner gains 20% more sulphite
players have -32% to amount of suppressed spell damage prevented
186% increased quantity of items found in this area
110% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,435,True,14,7,2,0,abberarach,42.0,vivid,18.34061135371179
798,MapWorldsMesa,83,1666520929,186,110,33,"76% more monster life
monsters have 160% increased area of effect
monsters deal 174% extra physical damage as fire
monsters have 80% increased accuracy rating
map owner gains 20% more sulphite
players have -32% to amount of suppressed spell damage prevented
186% increased quantity of items found in this area
110% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,435,True,14,7,2,0,abberarach,95.0,vivid,41.48471615720524
799,MapWorldsMesa,83,1666520929,186,110,33,"76% more monster life
monsters have 160% increased area of effect
monsters deal 174% extra physical damage as fire
monsters have 80% increased accuracy rating
map owner gains 20% more sulphite
players have -32% to amount of suppressed spell damage prevented
186% increased quantity of items found in this area
110% increased rarity of items found in this area
33% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,435,True,14,7,2,0,abberarach,103.0,vivid,44.97816593886463
800,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,437,True,14,6,3,0,bristle matron,11.0,wild,5.0228310502283104
801,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,437,True,14,6,3,0,bristle matron,107.0,wild,48.858447488584474
802,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,437,True,14,6,3,0,bristle matron,15.0,wild,6.8493150684931505
803,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,437,True,14,6,3,0,bristle matron,120.0,wild,54.794520547945204
804,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,437,True,14,6,3,0,bristle matron,99.0,wild,45.205479452054796
805,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,437,True,14,6,3,0,bristle matron,15.0,wild,6.8493150684931505
806,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,437,True,14,6,3,0,bristle matron,98.0,wild,44.74885844748859
807,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,438,True,17,5,1,0,bristle matron,15.0,wild,6.8493150684931505
808,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,438,True,17,5,1,0,bristle matron,102.0,wild,46.57534246575342
809,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,438,True,17,5,1,0,bristle matron,53.0,wild,24.200913242009133
810,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,440,True,15,7,1,0,abberarach,116.0,vivid,52.96803652968037
811,MapWorldsMesa,83,3789679025,166,96,28,"monsters have 160% increased area of effect
monsters reflect 28% of physical damage
slaying enemies close together can attract monsters from beyond this realm
+40% monster chaos resistance
+64% monster elemental resistances
map owner gains 20% more sulphite
166% increased quantity of items found in this area
96% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,440,True,15,7,1,0,abberarach,32.0,vivid,14.611872146118722
812,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,442,True,16,5,2,0,thornmaw,85.0,wild,37.52759381898454
813,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,442,True,16,5,2,0,thornmaw,106.0,wild,46.799116997792495
814,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,442,True,16,5,2,0,thornmaw,38.0,wild,16.777041942604857
815,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,442,True,16,5,2,0,thornmaw,45.0,wild,19.867549668874172
816,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,444,True,16,6,1,0,whipleg,21.0,vivid,9.271523178807946
817,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,444,True,16,6,1,0,whipleg,93.0,vivid,41.05960264900662
818,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,444,True,16,6,1,0,whipleg,127.0,vivid,56.07064017660044
819,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,444,True,16,6,1,0,whipleg,46.0,vivid,20.30905077262693
820,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,446,True,15,7,1,0,devourer,42.0,vivid,18.543046357615893
821,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,446,True,15,7,1,0,devourer,110.0,vivid,48.56512141280353
822,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,446,True,15,7,1,0,devourer,86.0,vivid,37.969094922737305
823,MapWorldsMesa,83,312494276,181,97,43,"area has patches of chilled ground
monsters’ skills chain 3 additional times
area contains two unique bosses.
unique boss has 56% increased life
unique boss has 112% increased area of effect
map owner gains 20% more sulphite
players have 48% less armour
players have 64% reduced chance to block
181% increased quantity of items found in this area
97% increased rarity of items found in this area
43% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,446,True,15,7,1,0,devourer,55.0,vivid,24.282560706401764
824,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,449,True,14,7,2,0,cystcaller,137.0,primal,56.611570247933884
825,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,449,True,14,7,2,0,cystcaller,137.0,primal,56.611570247933884
826,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,449,True,14,7,2,0,cystcaller,40.0,primal,16.528925619834713
827,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,449,True,14,7,2,0,cystcaller,133.0,primal,54.95867768595041
828,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,449,True,14,7,2,0,cystcaller,133.0,primal,54.95867768595041
829,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,451,True,17,3,3,0,whipleg,110.0,vivid,45.45454545454545
830,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,451,True,17,3,3,0,whipleg,133.0,vivid,54.95867768595041
831,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,451,True,17,3,3,0,whipleg,91.0,vivid,37.603305785123965
832,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,451,True,17,3,3,0,whipleg,40.0,vivid,16.528925619834713
833,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,451,True,17,3,3,0,whipleg,110.0,vivid,45.45454545454545
834,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,451,True,17,3,3,0,whipleg,114.0,vivid,47.107438016528924
835,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,451,True,17,3,3,0,whipleg,30.0,vivid,12.396694214876034
836,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,451,True,17,3,3,0,whipleg,127.0,vivid,52.47933884297521
837,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,453,True,14,7,2,0,vulture,114.0,vivid,47.107438016528924
838,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,453,True,14,7,2,0,vulture,40.0,vivid,16.528925619834713
839,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,453,True,14,7,2,0,vulture,13.0,vivid,5.371900826446281
840,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,453,True,14,7,2,0,vulture,50.0,vivid,20.66115702479339
841,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,453,True,14,7,2,0,vulture,50.0,vivid,20.66115702479339
842,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,453,True,14,7,2,0,vulture,118.0,vivid,48.760330578512395
843,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,454,True,15,6,1,1,thornmaw,56.0,wild,23.140495867768596
844,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,454,True,15,6,1,1,thornmaw,528.0,wild,218.1818181818182
845,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,454,True,15,6,1,1,thornmaw,111.0,wild,45.867768595041326
846,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,454,True,15,6,1,1,thornmaw,111.0,wild,45.867768595041326
847,MapWorldsMesa,83,3477806996,212,120,48,"area has patches of chilled ground
players are cursed with temporal chains
players are cursed with elemental weakness
35% increased monster damage
unique boss has 56% increased life
unique boss has 112% increased area of effect
all monster damage from hits always ignites
map owner gains 20% more sulphite
212% increased quantity of items found in this area
120% increased rarity of items found in this area
48% increased pack size",36,False,0,12,0,False,False,60,0,0,0,wild,454,True,15,6,1,1,thornmaw,36.0,wild,14.87603305785124
848,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,457,True,15,6,2,0,whipleg,34.0,vivid,16.46489104116223
849,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,457,True,15,6,2,0,whipleg,109.0,vivid,52.78450363196126
850,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,457,True,15,6,2,0,whipleg,93.0,vivid,45.0363196125908
851,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,458,True,14,8,1,0,devourer,50.0,vivid,24.213075060532688
852,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,458,True,14,8,1,0,devourer,97.0,vivid,46.973365617433416
853,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,460,True,16,5,2,0,devourer,19.0,vivid,9.200968523002421
854,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,460,True,16,5,2,0,devourer,49.0,vivid,23.728813559322035
855,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,460,True,16,5,2,0,devourer,81.0,vivid,39.22518159806295
856,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,460,True,16,5,2,0,devourer,93.0,vivid,45.0363196125908
857,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,vivid,460,True,16,5,2,0,devourer,93.0,vivid,45.0363196125908
858,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,462,True,15,6,2,0,crushclaw,112.0,primal,54.237288135593225
859,MapWorldsDefiledCathedral,83,4165849173,141,74,28,"area has increased monster variety
73% more monster life
monsters maim on hit with attacks
map owner gains 20% more sulphite
players gain 80% reduced flask charges
141% increased quantity of items found in this area
74% increased rarity of items found in this area
28% increased pack size",36,False,0,12,0,False,False,60,0,0,0,primal,462,True,15,6,2,0,crushclaw,104.0,primal,50.36319612590799
